tier,ranks,hand,score,notes
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♦ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♦ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♠ 3♣ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♠ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♥ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♥ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♥ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♥ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♦ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♦ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♣ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♠ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♠ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♠ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♠ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♥ K♠,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♥ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♥ K♦,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♥ K♣,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♦ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♦ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♦ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♣ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♣ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♣ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♥ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♠ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♥ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♥ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♥ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♥ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♦ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♣ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♦ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♠ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♥ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♥ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♥ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♥ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♦ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♦ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♣ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♥ 3♣ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♠ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♠ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♥ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♥ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♥ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♥ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♦ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♣ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♥ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♠ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♥ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♦ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♦ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♦ K♦,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♦ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♣ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♦ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♦ 3♣ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♦ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♠ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♠ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♥ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♥ K♥,60,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♥ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♥ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♦ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♦ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♣ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♥ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♦ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♠ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♥ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♦ K♦,55,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♦ K♣,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♣ K♠,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♣ K♥,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♣ K♦,57,mixed draws with K
B,4 5 3 8 K,4♥ 5♣ 3♣ 8♣ K♣,60,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♠ K♠,60,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♠ K♥,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♠ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♠ K♣,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♥ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♥ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♦ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♣ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♠ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♥ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♠ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♥ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♥ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♦ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♦ K♥,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♦ K♦,60,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♦ K♣,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♣ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♦ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♥ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♠ 3♣ 8♣ K♣,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♠ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♠ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♥ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♥ K♥,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♥ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♥ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♦ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♦ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♦ K♦,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♦ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♣ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♣ K♥,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♣ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♠ 8♣ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♥ 8♠ K♠,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♥ 8♠ K♥,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♥ 8♠ K♦,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♥ 8♠ K♣,55,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♥ 8♥ K♠,57,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♥ 8♥ K♥,60,mixed draws with K
B,4 5 3 8 K,4♦ 5♥ 3♥ 8♥ K♦,57,mixed draws with K
